book,sentence_path,text_lex,text,n_words_lex,n_words,construct to absolute nouns ratio,construct nouns and adjectives percentage,noun to verb ratio,definite_article_percentage,direct object marker percentage,pronouns bound to nouns or verbs percentage,"persuasive verb forms (imperative, jussive, cohorative) percentage",preterite percentage,ky percentage,aCr percentage,oM percentage,kya percentage,all conjunctions percentage,non-finite to finite verbs ratio,passive verb forms percentage,total word count,bib,section,composition,genre
1QS,1QS:11:20-11:22,כול כבוד מה הוא בן אדם מעשה פלא ילד אשה מה ישב פנה הוא עפר מגבל לחם רמה מדור הוא מצורוק חמר קרץ עפר תשוקה מה שוב חמר יצר יד עצה מה בין ,הכיל את כבודכה ומה אפ הואה בן האדם במעשי פלאכה וילוד אשה מה ישב לפניכה והואה מעפר מגבלו ולחם רמה מדורו והואה מצירוק חמר קורצ ולעפר תשוקתו מה ישיב חמר ויוצר יד ולעצת מה יבין ,34,35,0.4444444444444444,-1.0,1.8571428571428572,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.75,-1.0,0.0,nonbib,sectarian_texts,community_rule,community_rule
1QSa,1QSa:1:1-1:9,זה סרך כל עדה ישראל אחרית יום אסף יחד הלך פה משפט בן צדוק כהן איש ברית סור הלך דרך עם הם איש עצה שמר ברית תוך רשעה כפר ארץ בוא קהל כל בוא טף אשה קרא אזן כל חק ברית בין כל משפט שגה משגה זה סרך כל צבא עדה כל אזרח ישראל נעורים למד ספר הגוי פה יום שכל חק ברית לקח מוסר משפט עשר שנה בוא טף בן עשרים שנה עבר פקד בוא גורל תוך משפחה עדה קדש קרב ,וזה הסרך לכול עדת ישראל באחרית הימים בהאספם ליחד להתהלך על פי משפט בני צדוק הכוהנים ואנושי בריתם אשר סרו מלכת בדרך העם המה אנושי עצתו אשר שמרו בריתו בתוך רשעה לכפר בעד הארץ בבואים יקהילו אתכול הבאים מטף עד נשים וקראו באוזניהמה את כול חוקי הברית ולהבינם בכול משפטיהמה פן ישגו במשגותיהמה וזה הסרך לכול צבאות העדה לכול האזרח בישראל ומן נעוריו ללמדהו בספר ההגי וכפי יומיו ישכילוהו בחוקי הברית ולקחת מוסרו במשפטיהמה עשר שנים בוא בטב ובן עשרים שנה יעבר על הפקודים לבוא בגורל בתוך משפחתו ליחד בעדת קודש ולוא יקרב ,83,93,1.2105263157894737,23.0,3.066666666666667,1300.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,1.0,0.0,1.0,nonbib,sectarian_texts,the_rule_of_the_congregation,
1QSa,1QSa:1:9-1:17,בוא גורל תוך משפחה עדה קדש קרב אשה ידע משכב זכר פה מלא ל עשרים שנה ידע טוב רע קבל עוד על משפט תורה יצב משמע משפט מלא ב בן חמש עשרים שנה בוא יצב יסוד עדה קדש עבד עבדה עדה בן שלשים שנה נגש ריב ריב משפט יצב ראש אלף ישראל שר מאה שר חמשים שר עשרה שפט שוטר שבט כל משפחה פה בן אהרן כהן כל ראש אב עדה יצא גורל יצב עבדה יצא בוא פנה עדה פה שכל תם דרך חזק מתנים מעמד צבא ,בוא בגורל בתוך משפחתו ליחד בעדת קודש ולוא יקרב אל אשה לדעתה למשכבי זכר כיאם לפי מילואת לו עשרים שנה בדעתו טוב ורע ובכן תקבל להעיד עליו משפטות התורא ולהתיצב במשמע משפטים ובמלוא בו ובן חמש ועשרים שנה יבוא להתיצב ביסודות עדת הקודש לעבוד את עבודת העדה ובן שלושים שנה יגש לריב ריב ומשפט ולהתיצב ברואשי אלפי ישראל לשרי מאות שרי חמשים שרי עשרות שופטים ושוטרים לשבטיהם בכול משפחותם על פי בני אהרון הכוהנים וכול שרוש אבות העדה אשר יצא הגורל להתיצב בעבודות לצאת ולבוא לפני העדה ולפי שכלו עם תום דרכו יחזק מתנו למעמד לצבואת ,88,96,1.25,-1.0,2.35,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.3333333333333335,-1.0,0.0,nonbib,sectarian_texts,the_rule_of_the_congregation,
1QSa,1QSa:1:17-1:25,עדה פה שכל תם דרך חזק מתנים מעמד צבא עבדה מעשה תוך אח רב מועט זה זה כבד איש רע רבה שנה איש פה כח נתן משא עבדה עדה כל איש פתי בוא גורל יצב עדה ישראל ריב משפט נשא משא עדה יצב מלחמה כנע גוי סרך צבא כתב משפחה עבדה מס עשה עבדה פה מעשה בן לוי עמד איש מעמד פה בן אהרן בוא יצא כל עדה איש סרך יד ראש אב עדה שר שפט שוטר מספר כל צבא פה בן צדוק כהן כל ראש אב עדה תעודה היה כל קהל משפט ,עדה ולפי שכלו עם תום דרכו יחזק מתנו למעמד לצבואת עבודת מעשו בתוך אחיו בין רוב למועט זה על זה יכבדו איש מרעהו וברובות שני איש לפי כוחו יתנו משאו בעבודת העדה וכול איש פותי אל יבוא בגורל להתיצב על עדת ישראל לריב משפט ולשאת משא עדה ולהתיצב במלחמה להכניע גוים רק בסרך הצבא יכתוב משפחתו ובעבודת המס יעשה עבודתו כפי מעשו ובני לוי יעמודו איש במעמדו על פי בני אהרון להביא ולהוציא אתכול העדה איש בסרכו על יד ראשי אבות העדה לשרים ולשופטים ולשוטרים למספר כול צבאותם על פי בני צדוק הכוהנים וכול ראשי אבות העדה ואם תעודה תהיה לכול הקהל למשפט או ,94,104,1.1538461538461537,-1.0,3.5294117647058822,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.125,-1.0,0.0,nonbib,sectarian_texts,the_rule_of_the_congregation,
1QSa,1QSa:1:25-2:4,אב עדה תעודה היה כל קהל משפט עצה יחד תעודה מלחמה קדש שלש יום היה כל בוא עתיד אלה איש קרא עצה יחד בן עשרים כל חכם עדה בין ידע תמים דרך איש חיל שר שבט כל שפט שוטר שר אלף שר מאה חמשים עשרה לוי תוך מחלקת עבדה אלה איש שם קריא מועד יעד עצה יחד ישראל פנה בן צדוק כהן כל איש נגע אחד כל טמאה אדם בוא קהל אל כל איש נגע אלה ,אבות העדה ואם תעודה תהיה לכול הקהל למשפט או לעצת יחד או לתעודת מלחמה וקדשום שלושת ימים להיות כול הבא עתיד להנה אלה האנשים הנקראים לעצת היחד מבן עש כול חכמי העדה והנבונים והידעים תמימי הדרך ואנושי החיל עם שרי השבטים וכול שופטיהם ושוטריהם ושרי האלפים ושרי למאות ולחמשים ולעשרות והלויים בתוך מחלקת עבודתו אלה אנושי השם קיראי מועד הנועדים לעצת היחד בישראל לפני בני צדוק הכוהנים וכול איש מנוגע באחת מכול טמאות האדם אל יבוא בקהל אלה וכול איש מנוגע באלה לבלתי ,77,83,1.0,-1.0,4.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,0.0,nonbib,sectarian_texts,the_rule_of_the_congregation,
1QSa,1QSa:2:4-2:13,אדם בוא קהל אל כל איש נגע אלה חזק מעמד תוך עדה כל נגע בשר נכא רגל יד פסח עור חרש אלם מום נגע בשר ראה עין איש זקן כשל חזק תוך עדה בוא אלה יצב תוך עדה איש שם מלאך קדש עדה דבר אחד אלה דבר עצה קדש דרש פה תוך עדה בוא איש נגע הוא זה מושב איש שם קריא מועד עצה יחד ילד אל משיח את בוא כהן ראש כל עדה ישראל כל אב בן אהרן כהן קריא מועד איש שם ישב ,אדם אל יבוא בקהל אלה וכול איש מנוגע באלה לבלתי החזיק מעמד בתוך העדה וכול מנוגע בבשרו נכאה רגלים או ידים פסח או עור או חרש או אלם או מום מנוגע בבשרו לראות עינים או איש זקן כושל לבלתי התחזק בתוך העדה אל יבואו אלה להתיצב בתוך עדת אנושי השם כיא מלאכי קודש בעדתם ואם יש דבר לאחד מאלה לדבר אל עצת הקודש ודורשוהו מפיהו ואל תוך העדה לא יבוא האיש כיא מנוגע הוא זה מושב אנשי השם קריאי מועד לעצת היחד אם יוליד אל את המשיח אתם יבוא הכוהן רואש כול עדת ישראל וכול אבות בני אהרון הכוהנים קריאי מועד אנושי השם וישבו ,86,104,0.7407407407407407,-1.0,3.0625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.6666666666666667,-1.0,0.0,nonbib,sectarian_texts,the_rule_of_the_congregation,
1QSa,1QSa:2:13-2:21,אב בן אהרן כהן קריא מועד איש שם ישב פנה איש פה כבוד ישב משיח ישראל ישב פנה ראש אלף ישראל איש פה כבוד מעמד מחנה מסע כל ראש אב עדה חכם עדה קדש ישב פנה איש פה כבוד שלחן יחד יעד שתה תירוש ערך שלחן יחד מסך תירוש שתה שלח איש יד ראשית לחם תירוש פנה כהן הוא ברך ראשית לחם תירוש שלח יד לחם פנה שלח משיח ישראל יד לחם ברך כל עדה יחד איש פה כבוד חק זה עשה ,אבות בני אהרון הכוהנים קריאי מועד אנושי השם וישבו לפניו איש לפי כבודו ואחר ישב משיח ישראל וישבו לפניו ראשי אלפי ישראל איש לפי כבודו כמעמדו במחניהם וכמסעיהם וכול ראשי אבות העדה עם חכמי עדת הקודש ישבו לפניהם איש לפי כבודו ואם לשולחן יחד יועדו או לשתות התירוש וערוך השולחן היחד ומסוך התירוש לשתות אל ישלח איש את ידו ברשת הלחם והתירוש לפני הכוהן כיא הוא מברך את רשית הלחם והתירוש ושלח ידו בלחם לפנים ואחר ישלח משיח ישראל ידיו בלחם ואחר יברכו כול עדת היחד איש לפי כבודו וכחוק הזה יעשו ,83,92,0.84,-1.0,3.3333333333333335,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,-1.0,0.0,nonbib,sectarian_texts,the_rule_of_the_congregation,
1QSa,1QSa:2:21-2:22,כל עדה יחד איש פה כבוד חק זה עשה כל מערכה יעד עשרה איש ,כול עדת היחד איש לפי כבודו וכחוק הזה יעשו לכול מערכת כי יועדו עד עשרא אנשים ,15,16,0.8,-1.0,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,nonbib,sectarian_texts,the_rule_of_the_congregation,
1QSb,1QSb:1:1-2:24,דבר ברכה משכיל ברך ירא אל עשה רצון שמר מצוה חזק ברית קדש הלך תמים כל דרך אמת בחר ב ברית עולם עמד עד ברך אדני מעון קדש מקור עולם כזב פתח ל שמים יד חנן כל ברכה שמים ירה עדה קדוש מקור עולם עצר מים חי צמא אתה היה פלט כל שנא שארית ל שטן קדש ר לו עמד קדש קדש עולם בוא כל קץ עבד נביא עולם ברית אב נשא פנה חנן נשא פנה על אל חנן אדני ב כל גמול שעע חנן חנן רוח קדש חסד ,דברי ברכה למשכיל לברך את יראי אל עושי רצונו שומרי מצוותיו ומחזקי בברית קודשו והולכים תמים בכול דרכי אמתו ויבחר בם לברית עולם אשר תעמוד לעד יברככהרככה אדוני ממעון קודשו ואת מקור עולם אשר לוא יכזב יפתח לכה מן השמים בידכה ויחוננכה בכול ברכות שמים ויוריכה בעדת קדושים מקור עולם ולוא יעצור מים חיים לצמאים ואתה תהיה יפלטכה מכול שנאתה אין שארית ל שטן קודש יר לו יעמוד קודשו קודשו עולם יביאכה כול קצי עבבדיו הנביאים עולם ברית אבותיכה יכה ישא פניו יחוננכה ישא פניו על אליכה יחונכה אדוני בו ובכול גמולים ישעשעכה ויחונכה יחונכה ברוח קודש וחסד ,90,98,0.8947368421052632,0.5806451612903226,2.375,9.67741935483871,6.451612903225806,0.0,0.0,3.225806451612903,0.0,0.0,0.0,0.0,35.483870967741936,0.45454545454545453,0.0,31.0,nonbib,sectarian_texts,the_rule_of_the_blessings,
1QSb,1QSb:2:24-3:19,חנן רוח קדש חסד ברית עולם חנן רנן חנן משפט צדק כשל חנן כל מעשה כל חנן אמת עולם כל צאצא נשא אדני פנה אל ריח ניחוח זבח רוח כל ישב כהנה בחר פקד כל קדש מועד כל זרע נשא פנה כל עדה נשא ראש עטרה כמ ב כבוד עד קדש זרע כבוד עולם נשא פנה חנ שלום עולם נתן ל מלכות בשר מלאך קדש לחם פנה אלף דור עולה כל ל ה מלא כנע ל לאם רב כל הון תבל נכר מקור ,יחונכה ברוח קודש וחסד וברית עולם יחונכה וירנינכה ויחוננכה במשפט צדק לוא תכשל ויחוננכה בכול מעשיכה כה ובכול יחונכה באמת עולם על כול צאצאיכה ישא אדוני פניו אליכה וריח ניחוח זבחיכה יריח ובכול יושבי לכהונתכה יבחר ויפקוד כול קודשיכה ובמועדי כול זרעכה ישא פניו אל כול עדתכה ישא ברושכה עטרת כמ בו בכבוד עד ויקדש זרעכה בכבוד עולם ישא פניו חני שלום עולם יתן לכה ומלכות ם מבשר ועם מלאכי קודש ילחם לפני אלפיכה דור עולה מכולם ל ה מלוא להכניע לכה לאומים רבים ולוא כול הון תבל להכירכה ממקור ,84,90,1.9230769230769231,0.8620689655172413,2.7857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.275862068965516,0.18181818181818182,6.896551724137931,29.0,nonbib,sectarian_texts,the_rule_of_the_blessings,
1QSb,1QSb:3:19-4:2,כל הון תבל נכר מקור עולם דרש אל כון כל אוש יסד שלום עולם עד דבר ברכה משכיל ברך בן צדוק כהן בחר ב אל חזק ברית עולם בחן כל משפט תוך עם ירה צוה קום אמת ברית צדק פקד כל חק הלך בחר ברך אדני מעון קדש שים מכלול הדר תוך קדוש ברית כהנה עולם חדש ל נתן מקום מעון קדש מעשה שפט כל נדיב מזל שפה כל שר עם נחל ראשית כל מעדנים עצה כל בשר יד ברך פעם רגל רצה אנוש קדוש מנה את ערב ל כליל אנוש תענוג בן אדם ך , כול הון תבל להכירכה ממקור עולם תדורשהו כיא אל הכין כול אושי יסד שלומכה לעולמי עד דברי ברכה למשכיל לברך את בני צדוק הכוהנים אשר בחר בם אל לחזק בריתו לעולם ולבחון כול משפטיו בתוך עמו ולהורותם כאשר צוה ויקימו באמת את בריתו ובצדק פקדו כול חוקיו ויתהלכו כאשר בחר יברככה אדוני ממעון קודשו וישימכה מכלול הדר בתוך קדושים וברית כהונת עולם יחדש לכה ויתנכה מקומכה במעון קודש ובמעשייכה ישפוט כול נדיבים וממזל שפתיכה כול שרי עמים ינחילכה רשית כול מעדנים ועצת כול בשר בידכה יברך ופעמי רגליכה ירצה ו אנוש וקדושי ימנה אתו והתערב לו וכליל אנוש ובתענוגות בני אדם ך ,96,102,1.45,3.0,3.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,180.0,0.21428571428571427,10.0,10.0,nonbib,sectarian_texts,the_rule_of_the_blessings,
1QSb,1QSb:4:2-4:28,ל כליל אנוש תענוג בן אדם ך ברכה עולם עטרה ראש קדש ד מ שת הל ל בחן ל פנה צדק כל בחר ב נשא ראש קדוש עם ברך בר יד איש עצה אל יד שר יד איש רע אתה מלאך פנה מעון קדש כבוד אלהים צבא עבד עולם היה שרת היכל מלכות נפל גורל מלאך פנה עצה יחד קדוש עת עולם כל קץ נצח אמת כל משפט שים קדש עם מאור גדול אור תבל דעת אור פנה רב שכל חיים שים נזר קדש קדש אתה קדש ל כבד שם קדש ,לו וכליל אנוש ובתענוגות בני אדם ך ברכות עולם עטרת רואשכה קודש דיכה ומ ל שתי הלי לו לבחון סביב לו על פניהם כה ויצדיקכה מכול כיא בחר בכה ולשאת ברוש קדושים ועמכה לברך כה ברת בידכה אנשי עצת אל ולוא ביד שר יד באיש לרעהו ואתה כמלאך פנים במעון קודש לכבוד אלוהי צבאות תעבוד לעולם ותהיה סביב משרת בהיכל מלכות ומפיל גורל עם מלאכי פנים ועצת יחד עם קדושים לעת עולם ולכול קצי נצח כיא אמת כול משפטיו וישימכה קודש בעמו ולמאור גדול לאור לתבל בדעת ולהאיר פני רבים בשכל חיים וישימכה נזר לקודש קודשים כיא אתה תקדש לו ותכבד שמו וקודשיו ,92,103,1.0,1.3888888888888888,4.166666666666667,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.66666666666667,1.4,5.555555555555555,18.0,nonbib,sectarian_texts,the_rule_of_the_blessings,
1QSb,1QSb:4:28-5:24,שים נזר קדש קדש אתה קדש ל כבד שם קדש בדל לא ש ראה מ חדש ל ברית על כ מ אדון מלא יד עת עולם כל קץ עד כבוד נתן אחר שים אל פחד כל שמע שמע הדר כל משכיל ברך נשיא עדה גבורה ברית יחד חדש ל קום מלכות עם עולם שפט צדק אביון יכח מישור ענו ארץ הלך פנה תמים כל דרך קום ברית קדש צר דרש נשא אדני רום עולם מגדל עז חומה שגב היה עז פה שבט חרב ארץ רוח שפה ,ישימכה נזר לקודש קודשים כיא אתה תקדש לו ותכבד שמו וקודשיו הבדלתה מן ו לא הש רואיכה מ יחדש לכה ברית ביחד עליכה כו ובמ ואדון אשר מלא ידיכה עם עת עולם ועם כול קצי עד וכבודכה לוא יתן לאחר וישים אל פחדכה על כול שומעי שמעכה והדריכה על כול למשכיל לברך את נשיא העדה אשר גבורתו וברית היחד יחדש לו להקים מלכות עמו לעולם ולשפוט בצדק אביונים ולהוכיח במישור לענוי ארץ ולהתהלך לפניו תמים בכול דרכי ולהקים בריתו קודש צר לדורשיו ישאכה אדוני לרום עולם וכמגדל עוז בחומה נשגבה והייתה כ בעז פיכה בשבטכה תחריב ארץ וברוח שפתיכה ,87,99,0.8888888888888888,0.8095238095238095,1.9444444444444444,19.047619047619047,4.761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71428571428571,0.8,9.523809523809524,21.0,nonbib,sectarian_texts,the_rule_of_the_blessings,
1QSb,1QSb:5:24-f29:4,היה עז פה שבט חרב ארץ רוח שפה מות רשע נתן ל רוח עצה גבורה עולם רוח דעת יראה אל היה צדק אזור מתנים אמונה אזור חלצים שים קרן ברזל פרסה נחושה נגח פר רמס עם טיט חוץ אל קום שבט משל פנה קדם חוה כל לאם עבד שם קדש גבר היה אריה אכל חרב טרף שוב פרש קל ש ה א ע ש עד שם ברך ול קץ כל ה אף על ך ע מחנה שח ,הייתה כ בעז פיכה בשבטכה תחריב ארץ וברוח שפתיכה תמית רשע יתן לכה רוח עצה וגבורת עולם רוח דעת ויראת אל והיה צדק אזור מותניכה ואמונה אזור חלציכה וישם קרניכה ברזל ופרסותיכה נחושה תנכח כפר ותרמוס עמים כטיט חוצות כיא אל הקימכה לשבט למושלים לפניכה יקדמו וישתחוו וכול לאומים יעובדוכה ובשם קודשו יגברכה והייתה כאריה ותאכל חרבכה טרף ואין משיב ופרשו קליכה על ש ה א כה ע שיכה עד שמכה יברככה ול קצי כול ה אפים מעול כי ע מחנים שט ,78,82,0.6842105263157895,0.28888888888888886,2.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.55555555555556,0.15384615384615385,0.0,45.0,nonbib,sectarian_texts,the_rule_of_the_blessings,
1QpHab,1QpHab:1:1-1:13,משא חזה חבקוק נביא אן יהוה שוע שמע זעק אל חמס ישע פשר תוחלת דור אחרון כל בוא על זעק אל חמס ישע פשר זעק חמס ראה און עמל נבט פשר נבט אל עשק מעל שד חמס נגד פשר גזל הון היה ריב מדון נשא פשר מריבה חשב הוא פוג תורה פשר נטף כזב איש עדה מאס תורה אל יצא נצח משפט רשע כתר צדיק פשר רשע הוא כהן רשע צדיק הוא מורה צדק ,המשא אשר חזה חבקוק הנביא עד אנה יהוה שועתי ולוא תשמע אזעק אליך חמס ולוא תושיע פשרו על תוחלת דור אחרון כול ה באות עליהם אזעק אליכה חמס ולוא תושיע פשרו אשר יזעקו על חמס למה תראני און ועמל תביט פשרו על אשר הביט אל בעשק ומעל ושוד וחמס לנגדי פשרו יגזולו הון ויהי ריב ומדון ישא פשר מריבה וחשבה הואה על כן תפוג תורה פשרו על מטיף הכזב ואנשי עדתו אשר מאשו בתורת אל ולוא יצא לנצח משפט כיא רשע מכתיר את הצדיק פשרו הרשע הוא הכוהן הרשע והצדיק הוא מורה הצדק ,75,93,0.25,1.5,1.6,250.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,350.0,0.17647058823529413,0.0,4.0,nonbib,sectarian_texts,Pesharim,Commentaries
1QpHab,1QpHab:1:13-2:8,פשר רשע הוא כהן רשע צדיק הוא מורה צדק יצא משפט עקל פשר ראה גוי נבט תמה תמה פעל פעל יום אמן ספר פשר דבר בגד איש כזב אמן דבר מורה צדקה פה אל בגד ברית חדש אמן ברית אל חלל שם קדש פשר דבר בגד אחרית א יום הם עריץ ברית אמן שמע כל בוא דור אחרון פה כהן נתן אל לב בינה פשר כל ,פשרו הרשע הוא הכוהן הרשע והצדיק הוא מורה הצדק אשר על כן יצא המשפט מעוקל פשרו ולוא ת ראו בגוים והביטו והתמהו תמהו כיא פעל פועל בימיכם לוא תאמינו כיא יסופר פשר הדבר על הבוגדים עם איש הכזב כי לוא האמינו בדברי מורה הצדקה מפיא אל ועל הבוגדים בברית החדשה כיא לוא האמינו בברית אל ויחללו את שם קודשו וכן פשר הדבר על הבוגדים לאחרית א הימים המה עריצי הברית אשר לוא יאמינוא בשומעם את כול הבאות על הדור האחרון מפי הכוהן אשר נתן אל בלבו בינה לפשור את כול ,67,90,0.7222222222222222,7.0,1.55,1050.0,150.0,0.0,200.0,50.0,0.0,0.0,0.0,0.0,550.0,0.5384615384615384,100.0,2.0,nonbib,sectarian_texts,Pesharim,Commentaries
1QpHab,1QpHab:2:8-3:4,כהן נתן אל לב בינה פשר כל דבר עבד נביא יד ספר אל כל בוא עם עדה הנה קום כשדים גוי מר מהר פשר כתיים הם קל גבור מלחמה אבד רב היה ארץ ממשלה כתיים ירש ארץ רב אמן חק אל הלך מרחב ארץ ירש משכן ל פשר כתיים מישור הלך נכה בזז עיר ארץ הוא אמר ירש משכן ל אים ירא הוא מן משפט שאת יצא פשר כתיים פחד אימה כל ,הכוהן אשר נתן אל בלבו בינה לפשור את כול דברי עבדיו הנביאים אשר בידם ספר אל את כול הבאות על עמו ועדתו כיא הנני מקים את הכשדאים הגוי המר והנמהר פשרו על הכתיאים אשר המה קלים וגבורים במלחמה לאבד רבים והיתה הארץ בממשלת הכתיאים ירשו ארצות רבות ולוא יאמינו בחוקי אל ההולך למרחבי ארץ לרשת משכנות לוא לו פשרו על הכתיאים אשר ובמישור ילכו לכות ולבוז את ערי הארץ כיא הוא אשר אמר לרשת משכנות לוא לו איום ונורא הוא ממנו משפטו ושאתו יצא פשרו על הכתיאים אשר פחדם ואימתם על כול ,73,92,0.42105263157894735,8.0,1.4736842105263157,1400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,1.375,200.0,1.0,nonbib,sectarian_texts,Pesharim,Commentaries
1QpHab,1QpHab:3:4-4:1,פשר כתיים פחד אימה כל גוי עצה כל מחשבה רעע נכל מרמה הלך כל עם קלל נמר סוס חדד זאב ערב פוש פרש פרש רחוק עוף נשר חוש אכל כל חמס בוא מגמה פנה קדים פשר כתיים דוש ארץ סוס בהמה מרחק בוא אי ים אכל כל עם נשר שבעה חמה כעס חרון אף זעף אף דבר כל עם הוא אמר מגמה פנה קדים אסף חול שבי פשר כתיים הוא מלך קלס רזן משחק ל פשר ,פשרו על הכתיאים אשר פחדם ואימתם על כול הגואים ובעצה כול מחשבתם להרע ובנכל ומרמה ילכו עם כול העמים וקול מנמרים סוסו וחדו מזאבי ערב פשו ופרשו פרשו מרחוק יעופו כנשר חש לאכול כולו לחמס יבוא מגמת פניהם קדים פשרו על הכתיאים אשר ידושו את הארץ בסוסיהם ובבהמתם וממרחק יבואו מאיי הים לאכול את כול העמים כנשר ואין שבעה ובחמה וכעס ובחרן אף וזעף אפים ידברו עם כול העמים כיא הוא אשר אמר מגמת פניהם קדים ויאסוף כחול שבי פשרו על הכתיאים אשר והוא במלכים יקלס ורזנים משחק לו פשרו אשר ,77,91,0.3793103448275862,3.6666666666666665,2.2222222222222223,300.0,66.66666666666666,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,600.0,0.5,0.0,3.0,nonbib,sectarian_texts,Pesharim,Commentaries
1QpHab,1QpHab:4:1-4:17,קלס רזן משחק ל פשר לעג רב בזה כבד מלך שר תעע קלס עם רב הוא כל מבצר שחק צבר עפר לכד פשר משל כתיים בזה מבצר עם לעג שחק על עם רב נקף תפש אימה פחד נתן יד הרס עון ישב ב חלף רוח עבר שים זה כח אלוה פשר משל כתיים עצה בית אשמה עבר איש פנה רע משל זה זה בוא שחת ארץ שים זה כח אלוה פשר שים כל עם ל אתה קדם יהוה אלהים קדוש מות יהוה ,יקלס ורזנים משחק לו פשרו אשר ילעיגו על רבים ובזו על נכבדים במלכים ושרים יתעתעו וקלסו בעם רב והוא לכול מבצר ישחק ויצבור עפר וילכדהו פשרו על מושלי הכתיאים אשר יבזו על מבצרי העמים ובלעג ישחוקו עליהם ובעם רב יקיפום לתפושם ובאמה ופחד ינתנו בידם והרסום בעוון היושבים בהם אז חלף רוח ויעבר וישם זה כוחו לאלוהו פשרו על מושלי הכתיאים אשר בעצת בית אשמתם יעבורו איש מלפני רעיהו מושליהם זה אחר זה יבואו לשחית את הארץ וישם זה כוחו לאלוהו פשרו אשר ישימו כול העמים ל ל הלוא אתה מקדם יהוה אלוהי קדשי לוא נמות יהוה ,83,97,0.3888888888888889,3.5,1.125,300.0,50.0,0.0,150.0,200.0,0.0,0.0,0.0,0.0,750.0,0.3333333333333333,100.0,2.0,nonbib,sectarian_texts,Pesharim,Commentaries
1QpHab,1QpHab:4:17-5:12,יהוה אלהים קדוש מות יהוה משפט שים צור יכח יסד טהור עין ראה רע נבט עמל יכל פשר דבר כלה אל עם יד גוי יד בחיר נתן אל משפט כל גוי תוכחת אשם כל רשע עם שמר מצוה צרר ל הוא אמר טהור עין ראה רע פשר זנה עין קץ רשעה נבט בגד חרש בלע רשע צדיק מן פשר בית אבשלום איש עצה דמם תוכחת מורה צדק עזר איש כזב מאס תורה תוך כל עדה עשה אדם דג ים ,יהוה אלוהי קדשי לוא נמות יהוה למשפט שמתו וצור למוכיחו יסדתו טהור עינים מראות ברע והבט אל עמל לוא תוכל פשר הדבר אשר לוא יכלה אל את עםו ביד הגוים וביד בחירו יתן אל את משפט כול הגוים ובתוכחתם יאשמו כל רשעי עמו אשר שמרו את מצוותו בצר למו כיא הוא אשר אמר טהור עינים מראות ברע פשרו אשר לוא זנו אחר עיניהם בקץ הרשעה למה תביטו בוגדים ותחריש בבלע רשע צדיק ממנו פשרו על בית אבשלום ואנשי עצתם אשר נדמו בתוכחת מורה הצדק ולוא עזרוהו על איש הכזב אשר מאס את התורה בתוך כול עדתם ותעש אדם כדגי הים ,80,100,0.9375,-1.0,1.7894736842105263,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.46153846153846156,-1.0,0.0,nonbib,sectarian_texts,Pesharim,Commentaries
